subject,predicate,object,root,synonyms
title polymeric compound,was,hydrothermal reaction and solution evaporation,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
sulfonate groups,give,crystal structure,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
ytterbium trifluoride,has been,Czochralski technique,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ytterbium trifluoride,grown,Czochralski technique,grow,"{'produce', 'uprise', 'turn', 'grow', 'acquire', 'mature', 'rise', 'originate', 'farm', 'arise', 'develop', 'raise', 'maturate'}"
gadolinium ytterbium trifluoride,has been,first time,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
gadolinium ytterbium trifluoride,grown,first time,grow,"{'produce', 'uprise', 'turn', 'grow', 'acquire', 'mature', 'rise', 'originate', 'farm', 'arise', 'develop', 'raise', 'maturate'}"
mixed compound,maintains,crystallographic structure,maintain,"{'conserve', 'wield', 'maintain', 'preserve', 'assert', 'hold', 'defend', 'sustain', 'uphold', 'exert', 'asseverate', 'keep'}"
crystallographic structure,cooling,room temperature,cool,"{'cool', 'chill'}"
Wyckoff position,is attributed,cationic radius,attribute,"{'impute', 'assign', 'attribute', 'ascribe'}"
title compound,is,ring system,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
bond lengths,show,normal values,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
molecular skeleton,is,mean planes,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
triazine rings,make,dihedral angle,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
crystal packing,is stabilized,ndash  pi  ,stabilize,"{'brace', 'steady', 'stabilise', 'stabilize'}"
amino H,has,intramolecular contact,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
amino H atom,has,carbonyl O atom,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
solvent molecule,completes,ReI centre,complete,"{'finish', 'dispatch', 'discharge', 'nail', 'complete'}"
One solvent molecule,completes,sphere of the ReI centre,complete,"{'finish', 'dispatch', 'discharge', 'nail', 'complete'}"
angle analyses,indicate,ndash ADPM,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
angle analyses,found,ndash ADPM,found,"{'institute', 'establish', 'base', 'found', 'launch', 'constitute', 'plant'}"
ndash ADPM,are dictated,steric factors,dictate,"{'order', 'dictate', 'prescribe'}"
ndash ADPM complexes,are dictated,steric factors and crystal packing,dictate,"{'order', 'dictate', 'prescribe'}"
photographic intensity,are,ndash  photometry,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
photographic intensity,reviewed,ndash  photometry,review,"{'critique', 'retrospect', 'survey', 'reexamine', 'refresh', 'review'}"
photographic intensity,claimed,ndash  photometry,claim,"{'exact', 'claim', 'arrogate'}"
photographic intensity measurement,are,evidence given for the accuracy,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
photographic intensity measurement,reviewed,evidence given for the accuracy,review,"{'critique', 'retrospect', 'survey', 'reexamine', 'refresh', 'review'}"
evidence given for the accuracy,claimed,Cu K alpha  ,claim,"{'exact', 'claim', 'arrogate'}"
normally used for photographic intensity measurement,are,Cu K alpha  radiation,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
normally used for photographic intensity measurement,reviewed,Cu K alpha  radiation,review,"{'critique', 'retrospect', 'survey', 'reexamine', 'refresh', 'review'}"
normally used for photographic intensity measurement,claimed,Cu K alpha  radiation,claim,"{'exact', 'claim', 'arrogate'}"
surface roughness,allow,orientation distribution,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
special advantages with respect to certain features,allow,measurement of the orientation distribution over a large range,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
preferred orientation,be,texture model  ,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
preferred orientation,provided,texture model  ,provide,"{'supply', 'allow', 'furnish', 'leave', 'cater', 'ply', 'render', 'provide'}"
Correction for preferred orientation,be,simple texture model  ,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Correction for preferred orientation,provided,simple texture model  ,provide,"{'supply', 'allow', 'furnish', 'leave', 'cater', 'ply', 'render', 'provide'}"
water molecules,interact,hydrogen bonds,interact,{'interact'}
hydrogen bonds,generating,layer motif,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
ith axis,is,angular libration,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
CuII center,is,O atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
independent CuII center,is,carboxylate groups in the basal plane,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
dinuclear units,are linked,mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
monoclinic form,reveals,calcium ion,reveal,"{'impart', 'expose', 'uncover', 'show', 'reveal', 'display', 'unveil', 'discover', 'divulge', 'disclose'}"
Docking studies,suggest,head group,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
Docking studies,be involved,head group,involve,"{'involve', 'affect', 'demand', 'postulate', 'ask', 'take', 'regard', 'require', 'necessitate', 'imply', 'need'}"
second calcium and residues,be involved,polar head group of the membrane phospholipid,involve,"{'involve', 'affect', 'demand', 'postulate', 'ask', 'take', 'regard', 'require', 'necessitate', 'imply', 'need'}"
Such industries,demand,new xylanases,demand,"{'involve', 'demand', 'postulate', 'ask', 'take', 'require', 'exact', 'necessitate', 'need'}"
new xylanases,cover,wider range,cover,"{'embrace', 'handle', 'cross', 'plow', 'traverse', 'extend', 'address', 'treat', 'deal', 'cover', 'encompass', 'comprehend', 'track', 'report'}"
overall structure,is described,related xylanases,describe,"{'describe', 'distinguish', 'account', 'trace', 'name', 'draw', 'line', 'depict', 'delineate', 'identify', 'key', 'discover', 'report'}"
overall structure,compared,related xylanases,compare,"{'liken', 'compare', 'equate'}"
prime  cap,generate,oligonucleotide primer,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
5 prime  cap of the host,generate,prime  oligonucleotide primer,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
Pichia pastoris,purified,clear homogeneity,purify,"{'sublimate', 'sanctify', 'purge', 'distill', 'purify'}"
data collection,indicate,presence of one molecule,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
asymmetric unit,consists,base molecule,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
benzene ring,is twisted,dihedral angle,twist,"{'distort', 'convolute', 'sprain', 'twine', 'writhe', 'wrench', 'squirm', 'twist', 'pervert', 'sophisticate', 'bend', 'flex', 'worm', 'wrestle', 'deform', 'wriggle', 'rick', 'wrick'}"
title compound,is,mean deviation,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
F hydrogen bond,reinforces,the conformation and the same H atom,reinforce,"{'reinforce', 'reward'}"
niobium chromium,is,solid solution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
simultaneous reflections,used,crystal structure,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
crystal structure,have been,Moon  amp  ,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
crystal structure,discussed,Moon  amp  ,discuss,"{'discourse', 'discuss'}"
crystal structure,be,Moon  amp  ,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
variety of crystals,have been,azimuthal scans,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
variety of crystals,monitored,azimuthal scans,monitor,"{'supervise', 'monitor'}"
PAILRED automatic diffractometer,using,Cu K reflections,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
diffraction effects,was,very weak reflections,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
diffraction effects,is,very weak reflections,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
simultaneous diffraction effects,was,intensities of very weak reflections,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
simultaneous diffraction effects,is,intensities of very weak reflections,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
highly perfect crystals,be compared,ordinary imperfect crystals,compare,"{'liken', 'compare', 'equate'}"
highly perfect crystals,encountered,ordinary imperfect crystals,encounter,"{'see', 'receive', 'find', 'bump', 'meet', 'encounter', 'happen', 'chance'}"
highly perfect crystals,are,ordinary imperfect crystals,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
methyltransferase gene,was,Escherichia coli,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
methyltransferase gene,expressed,Escherichia coli,express,"{'carry', 'verbalise', 'show', 'evince', 'convey', 'extract', 'verbalize', 'utter', 'express', 'state'}"
space group,show,emsp14  Aring  resolution,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
native data,has been,structure determination,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
native data,collected,structure determination,collect,"{'gather', 'compile', 'collect', 'hoard', 'amass', 'accumulate', 'garner'}"
careful analysis,is established,C atom,establish,"{'demonstrate', 'establish', 'institute', 'prove', 'shew', 'show', 'base', 'found', 'launch', 'install', 'constitute', 'build', 'plant'}"
careful analysis,is,C atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
C atom,is,cage vertices,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
C atom,disordered,cage vertices,disorder,"{'disarray', 'cark', 'perturb', 'distract', 'disorder', 'disquiet', 'trouble', 'unhinge'}"
ferric salts,is,distinct possibility,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
low temperatures,according,liquid phase,accord,"{'harmonise', 'accord', 'consort', 'concord', 'agree', 'allot', 'grant', 'harmonize'}"
aqueous solutions at low temperatures,according,liquid phase diagram,accord,"{'harmonise', 'accord', 'consort', 'concord', 'agree', 'allot', 'grant', 'harmonize'}"
pyran ring,are,maximum deviation,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
monoprotonated form,is,space group,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
electron beam,be used,moir eacute  ,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
electron beam,be,moir eacute  ,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
parallel electron beam,be used,moir eacute  patterns,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
parallel electron beam,be,moir eacute  patterns,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
pattern formation,have been,idealized case,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
pattern formation,made,idealized case,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
individual crystal lattices,are,larger objective aperture,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
larger objective aperture,are,atomic focuser crystal,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
larger objective aperture,is,atomic focuser crystal,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
small objective aperture in the viewing electron microscope,are,atoms of the atomic focuser crystal,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
small objective aperture in the viewing electron microscope,is,atoms of the atomic focuser crystal,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
CdII cation,is,chloride ligands,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
CdII cation,coordinated,chloride ligands,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
independent chains,generate,zigzag layers,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
catalytic domain,was,emsp14  Aring  resolution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
catalytic domain,solved,emsp14  Aring  resolution,solve,"{'lick', 'resolve', 'solve'}"
structural feature,facilitate,large substrates,facilitate,"{'help', 'ease', 'facilitate', 'alleviate'}"
structural and biochemical analyses,is proposed,accommodation of large substrates,propose,"{'suggest', 'nominate', 'propose', 'advise', 'purport', 'purpose', 'project', 'aim'}"
structural and biochemical analyses,facilitate,accommodation of large substrates,facilitate,"{'help', 'ease', 'facilitate', 'alleviate'}"
accommodation of large substrates,making,dephosphorylation of PI substrates,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
kinetic experiments,showed,strong preferences,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
kinetic experiments,has,strong preferences,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
strong preferences,suggesting,cell survival and proliferation,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
cell survival,reflects,Akt signalling,reflect,"{'contemplate', 'muse', 'mull', 'speculate', 'reverberate', 'reflect', 'excogitate', 'ponder', 'meditate', 'shine', 'ruminate'}"
