subject,predicate,pred freq,object,root,root freq,synonyms
H atom,involved,5,intermolecular interactions,involve,37,"{'imply', 'require', 'demand', 'necessitate', 'involve', 'affect', 'ask', 'need', 'postulate', 'take', 'regard'}"
hydroxy H atom,is,708,hydroxy O atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
hydroxy H atom,involved,5,hydroxy O atom,involve,37,"{'imply', 'require', 'demand', 'necessitate', 'involve', 'affect', 'ask', 'need', 'postulate', 'take', 'regard'}"
monooxalate lactoferrin,has been,89,emsp14  Aring  resolution,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
monooxalate lactoferrin,determined,33,emsp14  Aring  resolution,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
binding site,were,29,significant differences,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
bond distances,is,708,protein atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
bond distances,contains,54,protein atoms,contain,69,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
R factor,is,708,46 emsp14 134 reflections in the range,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
major alterations,be observed,7,protein structure,observe,29,"{'watch', 'celebrate', 'observe', 'keep', 'remark', 'note', 'detect', 'notice', 'honor', 'honour', 'respect', 'discover', 'mention', 'find'}"
other major alterations in the molecule,be observed,7,overall protein structure,observe,29,"{'watch', 'celebrate', 'observe', 'keep', 'remark', 'note', 'detect', 'notice', 'honor', 'honour', 'respect', 'discover', 'mention', 'find'}"
equine pathogen,has,89,economic losses,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
important equine pathogen,has,89,significant economic losses,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
EAV virion,consists,35,nucleocapsid core,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
nucleocapsid core,made,12,lipid envelope,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
crystal structure,is presented,11,emsp14  Aring  resolution,present,20,"{'submit', 'exhibit', 'introduce', 'award', 'acquaint', 'show', 'give', 'deliver', 'demo', 'pose', 'stage', 'gift', 'present', 'demonstrate'}"
N protein,localized,2,terminal helices,localize,2,"{'set', 'localize', 'localise', 'focalize'}"
previously determined structure,localized,2,terminal helices and flexible loops,localize,2,"{'set', 'localize', 'localise', 'focalize'}"
P atom,exhibits,20,tetrahedral configuration,exhibit,25,"{'exhibit', 'parade', 'show', 'expose', 'display', 'present', 'demo', 'march', 'demonstrate'}"
hydrogen bonds,form,27,centrosymmetric dimers,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
adjacent zwitterions,are linked,42,mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
ecdysone receptor,has been,89,synthetic methylene,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ecdysone receptor,crystallized,5,synthetic methylene,crystallize,26,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
crystallographic structures,determined,33,emsp14  Aring  resolution,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
emsp14  Aring  resolution,show,32,subunits of this receptor,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
nuclear receptors,display,3,conformational flexibility,display,13,"{'exhibit', 'show', 'reveal', 'display', 'expose'}"
Thermal melt,show,32,higher order,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
Thermal melt experiments,show,32,higher order structure,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
presence of the methylene lactam,have,53,ecdysone receptor structure,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
presence of the methylene lactam,been,6,ecdysone receptor structure,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
presence of the methylene lactam,seen,5,ecdysone receptor structure,see,6,"{'watch', 'witness', 'image', 'visualise', 'figure', 'consider', 'realise', 'project', 'understand', 'visualize', 'picture', 'determine', 'hear', 'discover', 'view', 'ascertain', 'fancy', 'envision', 'reckon', 'meet', 'encounter', 'learn', 'realize', 'see', 'find', 'regard'}"
ecdysone receptor structure,represent,5,conformational flexibility for these important receptors,represent,10,"{'represent', 'constitute', 'be', 'symbolise', 'exemplify', 'correspond', 'comprise', 'symbolize', 'typify', 'defend', 'interpret'}"
conformations of the EcR and USP subunits,have,53,new level of conformational flexibility for these important receptors,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
conformations of the EcR and USP subunits,been,6,new level of conformational flexibility for these important receptors,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
conformations of the EcR and USP subunits,seen,5,new level of conformational flexibility for these important receptors,see,6,"{'watch', 'witness', 'image', 'visualise', 'figure', 'consider', 'realise', 'project', 'understand', 'visualize', 'picture', 'determine', 'hear', 'discover', 'view', 'ascertain', 'fancy', 'envision', 'reckon', 'meet', 'encounter', 'learn', 'realize', 'see', 'find', 'regard'}"
conformations of the EcR and USP subunits,represent,5,new level of conformational flexibility for these important receptors,represent,10,"{'represent', 'constitute', 'be', 'symbolise', 'exemplify', 'correspond', 'comprise', 'symbolize', 'typify', 'defend', 'interpret'}"
hydrogen bond,influences,1,molecular conformation,influence,3,"{'tempt', 'regulate', 'charm', 'mold', 'determine', 'influence', 'shape'}"
benzene rings,form,27,dihedral angle,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,has been,89,hydrothermal method,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,has,89,hydrothermal method,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
hydrothermal method,has,89,phosphate groups,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
hydrothermal method,is,708,phosphate groups,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
other type of channel,are involved,14,mdash H,involve,37,"{'imply', 'require', 'demand', 'necessitate', 'involve', 'affect', 'ask', 'need', 'postulate', 'take', 'regard'}"
title compound,are,282,complex cations,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Ag atoms,is coordinated,44,linear geometry,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
Ag atoms,is,708,linear geometry,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
imine N atoms,is,708,distorted linear geometry,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Dimeric complex,is,708,Mn atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Dimeric complex,consists,35,Mn atoms,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
title compound,are linked,42,hydrogen bonds,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
two independent molecules of the title compound,are linked,42,thione hydrogen bonds,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
cyclohexane ring,has,89,chair conformation,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
isoxazoline rings,have,53,envelope conformations,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
crystal structure,has,89,interplanar angle,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
planes of the two amide groups,intersect,1,a chain that is slightly more bent,intersect,1,"{'cross', 'intersect'}"
planes of the two amide groups,resulting,5,a chain that is slightly more bent,result,14,"{'leave', 'result', 'lead', 'ensue'}"
O hydrogen bonds,are,282,C mdash H,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
packing interactions,result,8,hydrophobic areas,result,14,"{'leave', 'result', 'lead', 'ensue'}"
Stereochemical comparisons,have identified,3,O atoms,identify,15,"{'place', 'identify', 'distinguish', 'key', 'name', 'discover', 'describe'}"
phenyl group,be,101,anticonvulsant activities,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Stereochemical comparisons with phenytoin,have identified,3,anticonvulsant activities of these compounds,identify,15,"{'place', 'identify', 'distinguish', 'key', 'name', 'discover', 'describe'}"
Stereochemical comparisons with phenytoin,be,101,anticonvulsant activities of these compounds,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Da minus,have,53,solvent content,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
title compound,is,708,mdash H,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,are,282,mdash H,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecule of the title compound,is,708,O mdash H,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecule of the title compound,are,282,O mdash H,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
lanthanum ruthenium,has been,89,neutron powder,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
lanthanum ruthenium,solved,9,neutron powder,solve,15,"{'solve', 'lick', 'resolve'}"
lanthanum ruthenium,refined,8,neutron powder,refine,12,"{'elaborate', 'fine-tune', 'complicate', 'down', 'rectify', 'rarify', 'polish', 'refine'}"
lanthanum ruthenium,using,106,neutron powder,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
aluminium barium lanthanum ruthenium,has been,89,neutron powder diffraction,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
aluminium barium lanthanum ruthenium,solved,9,neutron powder diffraction,solve,15,"{'solve', 'lick', 'resolve'}"
aluminium barium lanthanum ruthenium,refined,8,neutron powder diffraction,refine,12,"{'elaborate', 'fine-tune', 'complicate', 'down', 'rectify', 'rarify', 'polish', 'refine'}"
aluminium barium lanthanum ruthenium,using,106,neutron powder diffraction,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
refined composition,is,708,perovskite structure,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
metal atoms,lie,8,special positions,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
Ba atoms,are located,11,cuboctahedral environment,locate,24,"{'site', 'situate', 'place', 'settle', 'locate'}"
cuboctahedral environment,are,282,irregular coordination,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
La and Sr atoms,are,282,irregular coordination of O atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
perovskite positions,move,3,Al content,move,3,"{'impress', 'proceed', 'strike', 'displace', 'go', 'travel', 'move', 'act', 'affect'}"
ideal perovskite positions,move,3,high Al content,move,3,"{'impress', 'proceed', 'strike', 'displace', 'go', 'travel', 'move', 'act', 'affect'}"
asymmetric unit,forming,19,mdash H,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
two independent molecules in the asymmetric unit,forming,19,N mdash H,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
triazole ring,carries,1,methyl and ethoxycarbonyl,carry,11,"{'conduct', 'convey', 'transmit', 'channel', 'bear', 'transport', 'carry', 'pack', 'hold', 'express', 'contain'}"
methyl and ethoxycarbonyl,is bound,2,methylene bridge,bound,8,"{'jump', 'throttle', 'recoil', 'restrain', 'restrict', 'leap', 'spring', 'bounce', 'ricochet', 'border', 'reverberate', 'bound', 'trammel', 'rebound', 'confine', 'limit', 'resile'}"
methyl and ethoxycarbonyl groups,is bound,2,methylene bridge to a chlorothiazole unit,bound,8,"{'jump', 'throttle', 'recoil', 'restrain', 'restrict', 'leap', 'spring', 'bounce', 'ricochet', 'border', 'reverberate', 'bound', 'trammel', 'rebound', 'confine', 'limit', 'resile'}"
title compound,consists,35,complex cations,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
phen ligands,suggest,8,pi  ndash  ,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
pi  ndash  pi  ,stacking,7,neighboring complex cations,stack,10,"{'pile', 'heap', 'stack'}"
In atom,is coordinated,44,Cl ligand,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
pyridine molecule,is,708,tetrahedral environment,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title mononuclear,is,708,NiII ion,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
NiII ion,is,708,octahedral coordination,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
NiII ion,has,89,octahedral coordination,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
title compound,features,16,mdash H,feature,16,"{'boast', 'feature', 'have', 'sport'}"
close contacts,link,30,neighbouring molecules,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
neighbouring molecules,forming,19,ring motifs,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
discrete dimers,are connected,20,supramolecular network,connect,34,"{'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
title compound,adopts,28,tautomeric form,adopt,37,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
