subject,predicate,object,root,synonyms
scattering curves,determined,crystallographic studies,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
scattering curves,is presented,crystallographic studies,present,"{'submit', 'exhibit', 'introduce', 'award', 'acquaint', 'show', 'give', 'deliver', 'demo', 'pose', 'stage', 'gift', 'present', 'demonstrate'}"
numerical example of phasing,using,anomalous scattering curves,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
anomalous scattering curves,determined,protein  crystallographic studies,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
anomalous scattering curves,is presented,protein  crystallographic studies,present,"{'submit', 'exhibit', 'introduce', 'award', 'acquaint', 'show', 'give', 'deliver', 'demo', 'pose', 'stage', 'gift', 'present', 'demonstrate'}"
heavy metals,suggests,large changes,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
absorption edges,are,protein diffraction,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
absorption edges,be,protein diffraction,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
variety of heavy metals,suggests,L absorption edges,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
L absorption edges,are,protein diffraction patterns,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
L absorption edges,be,protein diffraction patterns,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
input data,is tested,dispersion relations,test,"{'examine', 'screen', 'test', 'try', 'essay', 'quiz', 'prove'}"
minimum number of input data,is tested,dispersion relations in platinum,test,"{'examine', 'screen', 'test', 'try', 'essay', 'quiz', 'prove'}"
neutron diffraction,has been,powder samples,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
neutron diffraction,performed,powder samples,perform,"{'execute', 'perform', 'do'}"
diffraction lines,were resolved,wavelength  lambda  ,resolve,"{'solve', 'conclude', 'purpose', 'answer', 'resolve', 'decide', 'settle', 'adjudicate', 'dissolve'}"
diffraction lines,analysed,wavelength  lambda  ,analyse,"{'study', 'psychoanalyse', 'canvass', 'examine', 'analyze', 'dissect', 'psychoanalyze', 'analyse', 'canvas'}"
stoichiometric case,are attributed,static distortions,attribute,"{'assign', 'impute', 'attribute', 'ascribe'}"
thorium and carbon,are found,lattice parameter,found,"{'constitute', 'institute', 'base', 'establish', 'found', 'plant', 'launch'}"
thorium and carbon,be,lattice parameter,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molar ratio,resulted,single crystals,result,"{'leave', 'result', 'lead', 'ensue'}"
equatorial positions,are occupied,N atom,occupy,"{'invade', 'busy', 'occupy', 'interest', 'absorb', 'worry', 'engross', 'engage', 'fill', 'reside', 'concern', 'take', 'inhabit'}"
neighbouring molecules,are,respective van,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mdash Cl contacts,are,sum of the respective van,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
comparison of molecular structures,is facilitated,graphical and numerical techniques,facilitate,"{'help', 'alleviate', 'facilitate', 'ease'}"
reference frame,makes,linear relationships,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
linear relationships,be,molecules or fragments,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecules or fragments,be used,molecular similarities and differences,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
molecules or fragments,produce,molecular similarities and differences,produce,"{'produce', 'make', 'develop', 'raise', 'grow', 'acquire', 'farm', 'create'}"
molecular reference frame,makes,molecules or fragments easily visualized,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
molecular reference frame,be,molecules or fragments easily visualized,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Conversion to a molecular reference frame,makes,linear relationships between the molecules or fragments easily visualized,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
linear relationships between the molecules or fragments easily visualized,be used,diagrams clearly displaying the molecular similarities and differences,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
linear relationships between the molecules or fragments easily visualized,produce,diagrams clearly displaying the molecular similarities and differences,produce,"{'produce', 'make', 'develop', 'raise', 'grow', 'acquire', 'farm', 'create'}"
ferritin solutions,have been,absorption edge,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ferritin solutions,performed,absorption edge,perform,"{'execute', 'perform', 'do'}"
absorption edge,using,synchrotron radiation,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
atomic form,has been,gyration R,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
atomic form factor,has been,radius of gyration R and the absorption coefficient  ,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
anomalous dispersion of the atomic form factor,has been,radius of gyration R and the absorption coefficient  mu  ,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
energy scale,reflects,drastic variation,reflect,"{'muse', 'mull', 'speculate', 'contemplate', 'reflect', 'reverberate', 'meditate', 'excogitate', 'ruminate', 'ponder', 'shine'}"
recent epidemics,is,RNA virus,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
genomes of coronaviruses,are,mature proteins,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
anomalous differences,calculating,the phase doublets,calculate,"{'depend', 'count', 'compute', 'bet', 'figure', 'calculate', 'reckon', 'account', 'cipher', 'forecast', 'estimate', 'cypher', 'aim'}"
Sigma 2 relationships,were involved,phase derivation,involve,"{'imply', 'require', 'demand', 'necessitate', 'involve', 'affect', 'ask', 'need', 'postulate', 'take', 'regard'}"
direct method,were used,Fourier map,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
direct method,calculate,Fourier map,calculate,"{'depend', 'count', 'compute', 'bet', 'figure', 'calculate', 'reckon', 'account', 'cipher', 'forecast', 'estimate', 'cypher', 'aim'}"
single crystals,were obtained,hydrothermal method,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
prismatic crystals,adopt,structure type,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
site symmetry,isolated,trigonal prisms,isolate,"{'sequestrate', 'sequester', 'insulate', 'isolate'}"
site symmetry,elongated,trigonal prisms,elongate,"{'elongate', 'stretch'}"
site symmetry,are,trigonal prisms,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Fourier maps,allowed,precise determination,allow,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
H atoms from difference Fourier maps,allowed,in which all hydroxide O atoms are involved,allow,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
best crystal,diffracted,emsp14  Aring  resolution,diffract,{'diffract'}
emsp14  Aring  resolution,belonged,space group,belong,"{'dwell', 'belong', 'lie', 'consist'}"
hydrogen bonds,forming,supramolecular network,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
Cysteine dioxygenase,is,iron metalloenzyme,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
iron metalloenzyme,is,oxidation of cysteine,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CDO crystals,diffracted,emsp14  Aring  resolution,diffract,{'diffract'}
structure of the enzyme,be determined,initio phasing,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
initio phasing,using,selenomethionyl derivative,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
title compound,are,asymmetric unit,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
carboxylate groups,are,oriented perpendicular,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
oriented perpendicular,is,indolizine moiety,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,are,syn configuration,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
bond lengths,are,molecule of this kind,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
planar vinamidinium,forms,dihedral angle,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
planar vinamidinium chain,forms,deg  with the benzene ring,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
molecular packing,is stabilized,mdash H,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
ethylene glycolate,crystallizes,orthorhombic system,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
Hydroxyl groups,form,hydrogen bonds,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,contains,acridine moiety,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
acridine chromophore,is,phenyl ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nitro group,is twisted,benzene ring,twist,"{'flex', 'bend', 'wrench', 'convolute', 'twist', 'twine', 'wrick', 'pervert', 'deform', 'sprain', 'worm', 'writhe', 'wrestle', 'squirm', 'wriggle', 'distort', 'rick', 'sophisticate'}"
threefold axis,form,infinite channel,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
torsion angle,was,prime  atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
glycosyl torsion angle,was,C6 prime  atom of the cyclopentane ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
unit cell,contains,water molecules,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
monoclinic space group,contains,four cytidine analogue and four water molecules,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
glycosyl torsion angle,is,puckering of the cyclopentane ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Methylobacterium extorquens,has been,stereochemical restraints,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Methylobacterium extorquens,refined,stereochemical restraints,refine,"{'elaborate', 'fine-tune', 'complicate', 'down', 'rectify', 'rarify', 'polish', 'refine'}"
scattering systems,was,character and amount of distortion,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
scattering systems,found,character and amount of distortion,found,"{'constitute', 'institute', 'base', 'establish', 'found', 'plant', 'launch'}"
hydrogen bonds,help,crystal packing,help,"{'avail', 'facilitate', 'help', 'serve', 'aid', 'assist'}"
hydrogen bonds,consolidate,crystal packing,consolidate,{'consolidate'}
title compound,has been,condensation of dibenzoylmethane,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,synthesized,condensation of dibenzoylmethane,synthesize,"{'synthesise', 'synthesize'}"
crystalline state,are linked,mdash H,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
bismuth titanate,suggest,different kinds,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
lattice parameters,were determined,space group,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
Orthorhombic and monoclinic phases,are optimized,structure with space group B2cb,optimize,"{'optimise', 'optimize'}"
Orthorhombic and monoclinic phases,were determined,structure with space group B2cb,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
Static and relaxation calculations,show,monoclinic structure with space group,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
title compound,consists,hexafluoridophosphate anion,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
ferrocenyl rings,are skewed,eclipsed conformation,skew,{'skew'}
complete cation,hydrated,molecular salt,hydrate,{'hydrate'}
molecular salt,is generated,twofold symmetry,generate,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
water molecule,is,twofold axis,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water molecule,are,twofold axis,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water molecule,disordered,twofold axis,disorder,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
complete cation in the title,hydrated,crystallographic twofold symmetry,hydrate,{'hydrate'}
complete cation in the title,is generated,crystallographic twofold symmetry,generate,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
NiII atom,defined,N atoms,define,"{'delimitate', 'delineate', 'delimit', 'define', 'specify'}"
strongly distorted octahedron,defined,four N atoms of the macrocyclic ligand,define,"{'delimitate', 'delineate', 'delimit', 'define', 'specify'}"
